DOY,Tb,YEAR,POP,TIME
258,9.110275275,2021,3400m,19
258,9.113170956,2021,3400m,20
258,9.115842826,2021,3400m,21
258,9.118132387,2021,3400m,22
258,9.119898773,2021,3400m,23
259,9.089879059,2021,3400m,12
259,9.089044864,2021,3400m,13
259,9.089183665,2021,3400m,14
259,9.090194275,2021,3400m,15
259,9.091913363,2021,3400m,16
259,9.094139246,2021,3400m,17
259,9.096652976,2021,3400m,18
259,9.099241858,2021,3400m,19
259,9.101698669,2021,3400m,20
259,9.103834431,2021,3400m,21
259,9.105479699,2021,3400m,22
259,9.106486533,2021,3400m,23
260,9.070351948,2021,3400m,12
260,9.072451884,2021,3400m,13
260,9.076463122,2021,3400m,14
260,9.082217042,2021,3400m,15
260,9.089456961,2021,3400m,16
260,9.097878186,2021,3400m,17
260,9.107158066,2021,3400m,18
260,9.116975354,2021,3400m,19
260,9.127039767,2021,3400m,20
260,9.137080509,2021,3400m,21
260,9.146860084,2021,3400m,22
260,9.156171717,2021,3400m,23
261,9.206786641,2021,3400m,12
261,9.208374999,2021,3400m,13
261,9.21033976,2021,3400m,14
261,9.21260919,2021,3400m,15
261,9.215044541,2021,3400m,16
261,9.217465559,2021,3400m,17
261,9.21967029,2021,3400m,18
261,9.221466698,2021,3400m,19
261,9.222670877,2021,3400m,20
261,9.223115167,2021,3400m,21
261,9.222653084,2021,3400m,22
261,9.22116395,2021,3400m,23
262,9.106294357,2021,3400m,12
262,9.0937966,2021,3400m,13
262,9.081235126,2021,3400m,14
262,9.068530489,2021,3400m,15
262,9.055565945,2021,3400m,16
262,9.042201103,2021,3400m,17
262,9.028283753,2021,3400m,18
262,9.013657779,2021,3400m,19
262,8.998175289,2021,3400m,20
262,8.981703332,2021,3400m,21
262,8.964119712,2021,3400m,22
262,8.945298958,2021,3400m,23
263,8.593867343,2021,3400m,12
263,8.566074907,2021,3400m,13
263,8.539175223,2021,3400m,14
263,8.513105789,2021,3400m,15
263,8.487739984,2021,3400m,16
263,8.462909461,2021,3400m,17
263,8.43842783,2021,3400m,18
263,8.414104746,2021,3400m,19
263,8.389762528,2021,3400m,20
263,8.365238368,2021,3400m,21
263,8.34039169,2021,3400m,22
263,8.315096888,2021,3400m,23
264,7.945071903,2021,3400m,12
264,7.923539479,2021,3400m,13
264,7.904813824,2021,3400m,14
264,7.888844683,2021,3400m,15
264,7.875451944,2021,3400m,16
264,7.864372906,2021,3400m,17
264,7.855302276,2021,3400m,18
264,7.847919357,2021,3400m,19
264,7.841904322,2021,3400m,20
264,7.836951339,2021,3400m,21
264,7.832774637,2021,3400m,22
264,7.829112541,2021,3400m,23
265,7.781788581,2021,3400m,12
265,7.782649008,2021,3400m,13
265,7.78501308,2021,3400m,14
265,7.788706468,2021,3400m,15
265,7.793467183,2021,3400m,16
265,7.798985034,2021,3400m,17
265,7.804933282,2021,3400m,18
265,7.81099104,2021,3400m,19
265,7.81686261,2021,3400m,20
265,7.822284605,2021,3400m,21
265,7.827031366,2021,3400m,22
265,7.830913287,2021,3400m,23
266,7.810485411,2021,3400m,12
266,7.814367822,2021,3400m,13
266,7.820692069,2021,3400m,14
266,7.829290116,2021,3400m,15
266,7.83987164,2021,3400m,16
266,7.852080553,2021,3400m,17
266,7.86553448,2021,3400m,18
266,7.879861976,2021,3400m,19
266,7.894720352,2021,3400m,20
266,7.909805946,2021,3400m,21
266,7.924856884,2021,3400m,22
266,7.93964808,2021,3400m,23
267,8.075036882,2021,3400m,12
267,8.084394082,2021,3400m,13
267,8.094263958,2021,3400m,14
267,8.104593403,2021,3400m,15
267,8.115272368,2021,3400m,16
267,8.126143948,2021,3400m,17
267,8.137027384,2021,3400m,18
267,8.147739025,2021,3400m,19
267,8.158109761,2021,3400m,20
267,8.167991369,2021,3400m,21
267,8.177263195,2021,3400m,22
267,8.185830302,2021,3400m,23
268,8.243020128,2021,3400m,12
268,8.249998125,2021,3400m,13
268,8.258428392,2021,3400m,14
268,8.268178046,2021,3400m,15
268,8.279005529,2021,3400m,16
268,8.290611195,2021,3400m,17
268,8.302678129,2021,3400m,18
268,8.314900732,2021,3400m,19
268,8.327002186,2021,3400m,20
268,8.338741302,2021,3400m,21
268,8.349921394,2021,3400m,22
268,8.360384435,2021,3400m,23
269,8.424636042,2021,3400m,12
269,8.428764194,2021,3400m,13
269,8.433457125,2021,3400m,14
269,8.438589444,2021,3400m,15
269,8.443976424,2021,3400m,16
269,8.449402462,2021,3400m,17
269,8.454642826,2021,3400m,18
269,8.459482265,2021,3400m,19
269,8.463723653,2021,3400m,20
269,8.467197693,2021,3400m,21
269,8.469764101,2021,3400m,22
269,8.471312222,2021,3400m,23
270,8.411958283,2021,3400m,12
270,8.406777795,2021,3400m,13
270,8.401978308,2021,3400m,14
270,8.397458278,2021,3400m,15
270,8.39308986,2021,3400m,16
270,8.388722084,2021,3400m,17
270,8.384184512,2021,3400m,18
270,8.379296994,2021,3400m,19
270,8.373882001,2021,3400m,20
270,8.367773166,2021,3400m,21
270,8.360823086,2021,3400m,22
270,8.35290616,2021,3400m,23
271,8.165891215,2021,3400m,12
271,8.151023187,2021,3400m,13
271,8.136845942,2021,3400m,14
271,8.123258172,2021,3400m,15
271,8.110102417,2021,3400m,16
271,8.097189909,2021,3400m,17
271,8.084319925,2021,3400m,18
271,8.071294954,2021,3400m,19
271,8.05793427,2021,3400m,20
271,8.044088173,2021,3400m,21
271,8.029644076,2021,3400m,22
271,8.014526468,2021,3400m,23
272,7.777778295,2021,3400m,12
272,7.76196912,2021,3400m,13
272,7.747080698,2021,3400m,14
272,7.733002959,2021,3400m,15
272,7.719575301,2021,3400m,16
272,7.706606493,2021,3400m,17
272,7.693896887,2021,3400m,18
272,7.681245947,2021,3400m,19
272,7.668469743,2021,3400m,20
272,7.655398431,2021,3400m,21
272,7.641882576,2021,3400m,22
272,7.627793697,2021,3400m,23
273,7.402942293,2021,3400m,12
273,7.38910909,2021,3400m,13
273,7.376603284,2021,3400m,14
273,7.365355761,2021,3400m,15
273,7.355228238,2021,3400m,16
273,7.34602759,2021,3400m,17
273,7.337523339,2021,3400m,18
273,7.329469704,2021,3400m,19
273,7.321622292,2021,3400m,20
273,7.313752922,2021,3400m,21
273,7.305649539,2021,3400m,22
273,7.297125115,2021,3400m,23
274,7.131257785,2021,3400m,12
274,7.120623895,2021,3400m,13
274,7.111119561,2021,3400m,14
274,7.102596166,2021,3400m,15
274,7.09484032,2021,3400m,16
274,7.087607243,2021,3400m,17
274,7.080644675,2021,3400m,18
274,7.073709469,2021,3400m,19
274,7.066576069,2021,3400m,20
274,7.059042537,2021,3400m,21
274,7.050932111,2021,3400m,22
274,7.042099429,2021,3400m,23
180,14.23013812,2020,3400m,12
180,14.21926097,2020,3400m,13
180,14.21016576,2020,3400m,14
180,14.2027986,2020,3400m,15
180,14.19698516,2020,3400m,16
180,14.19245217,2020,3400m,17
180,14.18886613,2020,3400m,18
180,14.18587733,2020,3400m,19
180,14.18315296,2020,3400m,20
180,14.1803998,2020,3400m,21
180,14.17737826,2020,3400m,22
180,14.1739035,2020,3400m,23
181,14.12789872,2020,3400m,12
181,14.13577697,2020,3400m,13
181,14.14622155,2020,3400m,14
181,14.15894002,2020,3400m,15
181,14.17352176,2020,3400m,16
181,14.18949822,2020,3400m,17
181,14.2063993,2020,3400m,18
181,14.22379172,2020,3400m,19
181,14.24129479,2020,3400m,20
181,14.25858284,2020,3400m,21
181,14.2753828,2020,3400m,22
181,14.29146939,2020,3400m,23
182,14.42210711,2020,3400m,12
182,14.43031492,2020,3400m,13
182,14.43860486,2020,3400m,14
182,14.44685669,2020,3400m,15
182,14.45491662,2020,3400m,16
182,14.46261807,2020,3400m,17
182,14.46979945,2020,3400m,18
182,14.4763114,2020,3400m,19
182,14.48202438,2020,3400m,20
182,14.48683329,2020,3400m,21
182,14.49065598,2020,3400m,22
182,14.49343185,2020,3400m,23
183,14.46966709,2020,3400m,12
183,14.47133065,2020,3400m,13
183,14.47443788,2020,3400m,14
183,14.47886956,2020,3400m,15
183,14.48441167,2020,3400m,16
183,14.49077804,2020,3400m,17
183,14.49764127,2020,3400m,18
183,14.50466549,2020,3400m,19
183,14.51153129,2020,3400m,20
183,14.51795109,2020,3400m,21
183,14.52367608,2020,3400m,22
183,14.52849546,2020,3400m,23
184,14.52564868,2020,3400m,12
184,14.53034989,2020,3400m,13
184,14.53691058,2020,3400m,14
184,14.54516916,2020,3400m,15
184,14.55487953,2020,3400m,16
184,14.56574697,2020,3400m,17
184,14.57745845,2020,3400m,18
184,14.58970454,2020,3400m,19
184,14.60219228,2020,3400m,20
184,14.61465269,2020,3400m,21
184,14.62684525,2020,3400m,22
184,14.63855927,2020,3400m,23
185,14.71966696,2020,3400m,12
185,14.72472825,2020,3400m,13
185,14.73067771,2020,3400m,14
185,14.73750595,2020,3400m,15
185,14.74509288,2020,3400m,16
185,14.75322941,2020,3400m,17
185,14.76166478,2020,3400m,18
185,14.77013472,2020,3400m,19
185,14.77838192,2020,3400m,20
185,14.78619152,2020,3400m,21
185,14.79336194,2020,3400m,22
185,14.79972559,2020,3400m,23
186,14.8328834,2020,3400m,12
186,14.84275855,2020,3400m,13
186,14.85517305,2020,3400m,14
186,14.86995101,2020,3400m,15
186,14.88677381,2020,3400m,16
186,14.90521961,2020,3400m,17
186,14.92481608,2020,3400m,18
186,14.94508431,2020,3400m,19
186,14.96556524,2020,3400m,20
186,14.98583319,2020,3400m,21
186,15.00550521,2020,3400m,22
186,15.02424847,2020,3400m,23
187,15.17613563,2020,3400m,12
187,15.19129103,2020,3400m,13
187,15.20840752,2020,3400m,14
187,15.22723218,2020,3400m,15
187,15.24736876,2020,3400m,16
187,15.26834296,2020,3400m,17
187,15.28965892,2020,3400m,18
187,15.31084019,2020,3400m,19
187,15.33145245,2020,3400m,20
187,15.35111492,2020,3400m,21
187,15.36950661,2020,3400m,22
187,15.38636745,2020,3400m,23
188,15.4792831,2020,3400m,12
188,15.48556966,2020,3400m,13
188,15.49255608,2020,3400m,14
188,15.500085,2020,3400m,15
188,15.50794385,2020,3400m,16
188,15.51588973,2020,3400m,17
188,15.52367418,2020,3400m,18
188,15.53106495,2020,3400m,19
188,15.53786079,2020,3400m,20
188,15.54389752,2020,3400m,21
188,15.54904708,2020,3400m,22
188,15.5532127,2020,3400m,23
189,15.56990898,2020,3400m,12
189,15.58292013,2020,3400m,13
189,15.59911315,2020,3400m,14
189,15.61810627,2020,3400m,15
189,15.63938185,2020,3400m,16
189,15.66235837,2020,3400m,17
189,15.68645255,2020,3400m,18
189,15.71112112,2020,3400m,19
189,15.73587997,2020,3400m,20
189,15.76030898,2020,3400m,21
189,15.7840496,2020,3400m,22
189,15.80680041,2020,3400m,23
190,15.9955144,2020,3400m,12
190,16.0082588,2020,3400m,13
190,16.02170528,2020,3400m,14
190,16.03576914,2020,3400m,15
190,16.05027236,2020,3400m,16
190,16.06498134,2020,3400m,17
190,16.07963785,2020,3400m,18
190,16.09398226,2020,3400m,19
190,16.10776261,2020,3400m,20
190,16.12075435,2020,3400m,21
190,16.13276154,2020,3400m,22
190,16.14363066,2020,3400m,23
191,16.19639085,2020,3400m,12
191,16.20231807,2020,3400m,13
191,16.20970451,2020,3400m,14
191,16.21840546,2020,3400m,15
191,16.22817635,2020,3400m,16
191,16.23871041,2020,3400m,17
191,16.24967738,2020,3400m,18
191,16.26075409,2020,3400m,19
191,16.27164353,2020,3400m,20
191,16.28208414,2020,3400m,21
191,16.29185301,2020,3400m,22
191,16.30076359,2020,3400m,23
192,16.35602866,2020,3400m,12
192,16.36449347,2020,3400m,13
192,16.37426494,2020,3400m,14
192,16.38504501,2020,3400m,15
192,16.39648623,2020,3400m,16
192,16.40823649,2020,3400m,17
192,16.41996235,2020,3400m,18
192,16.43135832,2020,3400m,19
192,16.44214768,2020,3400m,20
192,16.45208096,2020,3400m,21
192,16.46093803,2020,3400m,22
192,16.4685135,2020,3400m,23
193,16.43340361,2020,3400m,12
193,16.42744319,2020,3400m,13
193,16.42263138,2020,3400m,14
193,16.41897688,2020,3400m,15
193,16.41633282,2020,3400m,16
193,16.41444506,2020,3400m,17
193,16.4130036,2020,3400m,18
193,16.41168712,2020,3400m,19
193,16.41018818,2020,3400m,20
193,16.40823632,2020,3400m,21
193,16.40560194,2020,3400m,22
193,16.40209633,2020,3400m,23
194,16.28821377,2020,3400m,12
194,16.28240481,2020,3400m,13
194,16.27832507,2020,3400m,14
194,16.275931,2020,3400m,15
194,16.27503417,2020,3400m,16
194,16.27533705,2020,3400m,17
194,16.27649184,2020,3400m,18
194,16.27813748,2020,3400m,19
194,16.27993945,2020,3400m,20
194,16.28159784,2020,3400m,21
194,16.28285683,2020,3400m,22
194,16.28350444,2020,3400m,23
195,16.23558575,2020,3400m,12
195,16.23299979,2020,3400m,13
195,16.23098586,2020,3400m,14
195,16.22941414,2020,3400m,15
195,16.22811614,2020,3400m,16
195,16.22691446,2020,3400m,17
195,16.2256266,2020,3400m,18
195,16.22408097,2020,3400m,19
195,16.22212108,2020,3400m,20
195,16.21960624,2020,3400m,21
195,16.21640969,2020,3400m,22
195,16.21241772,2020,3400m,23
196,16.11537199,2020,3400m,12
196,16.1136301,2020,3400m,13
196,16.11384824,2020,3400m,14
196,16.11590992,2020,3400m,15
196,16.11957734,2020,3400m,16
196,16.12453309,2020,3400m,17
196,16.13042349,2020,3400m,18
196,16.13689268,2020,3400m,19
196,16.14360382,2020,3400m,20
196,16.15025078,2020,3400m,21
196,16.15656433,2020,3400m,22
196,16.1623137,2020,3400m,23
197,16.2084822,2020,3400m,12
197,16.22204351,2020,3400m,13
197,16.23818005,2020,3400m,14
197,16.25656203,2020,3400m,15
197,16.27676045,2020,3400m,16
197,16.29829836,2020,3400m,17
197,16.32069434,2020,3400m,18
197,16.34349478,2020,3400m,19
197,16.3662932,2020,3400m,20
197,16.3887377,2020,3400m,21
197,16.41053106,2020,3400m,22
197,16.43142568,2020,3400m,23
198,16.60016852,2020,3400m,12
198,16.61088449,2020,3400m,13
198,16.62255302,2020,3400m,14
198,16.63516681,2020,3400m,15
198,16.64858161,2020,3400m,16
198,16.66255073,2020,3400m,17
198,16.6767698,2020,3400m,18
198,16.69092087,2020,3400m,19
198,16.70468978,2020,3400m,20
198,16.71779724,2020,3400m,21
198,16.73000508,2020,3400m,22
198,16.74111639,2020,3400m,23
199,16.80605097,2020,3400m,12
199,16.81293641,2020,3400m,13
199,16.82062549,2020,3400m,14
199,16.82886303,2020,3400m,15
199,16.83736586,2020,3400m,16
199,16.84584687,2020,3400m,17
199,16.85403475,2020,3400m,18
199,16.86168854,2020,3400m,19
199,16.86860376,2020,3400m,20
199,16.87461129,2020,3400m,21
199,16.87957228,2020,3400m,22
199,16.88337167,2020,3400m,23
200,16.84761537,2020,3400m,12
200,16.84680946,2020,3400m,13
200,16.84722181,2020,3400m,14
200,16.848658,2020,3400m,15
200,16.85083515,2020,3400m,16
200,16.85341462,2020,3400m,17
200,16.85603483,2020,3400m,18
200,16.85834001,2020,3400m,19
200,16.8600006,2020,3400m,20
200,16.86072621,2020,3400m,21
200,16.86027625,2020,3400m,22
200,16.85845741,2020,3400m,23
201,16.74957531,2020,3400m,12
201,16.74826207,2020,3400m,13
201,16.74958842,2020,3400m,14
201,16.753293,2020,3400m,15
201,16.75897513,2020,3400m,16
201,16.76615671,2020,3400m,17
201,16.7743376,2020,3400m,18
201,16.78303731,2020,3400m,19
201,16.79181974,2020,3400m,20
201,16.80030461,2020,3400m,21
201,16.80817026,2020,3400m,22
201,16.81515008,2020,3400m,23
202,16.82261344,2020,3400m,12
202,16.82536904,2020,3400m,13
202,16.82933583,2020,3400m,14
202,16.83429548,2020,3400m,15
202,16.8399617,2020,3400m,16
202,16.84602066,2020,3400m,17
202,16.85216006,2020,3400m,18
202,16.85808774,2020,3400m,19
202,16.86354364,2020,3400m,20
202,16.86830617,2020,3400m,21
202,16.87219271,2020,3400m,22
202,16.87505524,2020,3400m,23
203,16.83101492,2020,3400m,12
203,16.82942964,2020,3400m,13
203,16.82940688,2020,3400m,14
203,16.83086029,2020,3400m,15
203,16.8335719,2020,3400m,16
203,16.8372305,2020,3400m,17
203,16.84147471,2020,3400m,18
203,16.84593047,2020,3400m,19
203,16.85023726,2020,3400m,20
203,16.85406507,2020,3400m,21
203,16.85712512,2020,3400m,22
203,16.85917107,2020,3400m,23
204,16.80445175,2020,3400m,12
204,16.80260328,2020,3400m,13
204,16.80188444,2020,3400m,14
204,16.80213245,2020,3400m,15
204,16.80312817,2020,3400m,16
204,16.80462534,2020,3400m,17
204,16.8063753,2020,3400m,18
204,16.80814407,2020,3400m,19
204,16.80972132,2020,3400m,20
204,16.81092788,2020,3400m,21
204,16.81160966,2020,3400m,22
204,16.81164782,2020,3400m,23
205,16.75231726,2020,3400m,12
205,16.7469971,2020,3400m,13
205,16.74225769,2020,3400m,14
205,16.73808954,2020,3400m,15
205,16.73442204,2020,3400m,16
205,16.73114394,2020,3400m,17
205,16.72812072,2020,3400m,18
205,16.72520791,2020,3400m,19
205,16.72227068,2020,3400m,20
205,16.71917898,2020,3400m,21
205,16.71581742,2020,3400m,22
205,16.71208654,2020,3400m,23
206,16.62516628,2020,3400m,12
206,16.6174767,2020,3400m,13
206,16.60985085,2020,3400m,14
206,16.60227988,2020,3400m,15
206,16.59473947,2020,3400m,16
206,16.58719547,2020,3400m,17
206,16.57960276,2020,3400m,18
206,16.57191205,2020,3400m,19
206,16.5640717,2020,3400m,20
206,16.55603001,2020,3400m,21
206,16.5477381,2020,3400m,22
206,16.53915135,2020,3400m,23
207,16.42543732,2020,3400m,12
207,16.42228714,2020,3400m,13
207,16.42022916,2020,3400m,14
207,16.41902606,2020,3400m,15
207,16.41840461,2020,3400m,16
207,16.4180853,2020,3400m,17
207,16.41779861,2020,3400m,18
207,16.41729176,2020,3400m,19
207,16.4163319,2020,3400m,20
207,16.41470884,2020,3400m,21
207,16.41223713,2020,3400m,22
207,16.40875601,2020,3400m,23
208,16.30292317,2020,3400m,12
208,16.30044402,2020,3400m,13
208,16.29948833,2020,3400m,14
208,16.29980369,2020,3400m,15
208,16.3010819,2020,3400m,16
208,16.30298249,2020,3400m,17
208,16.3051598,2020,3400m,18
208,16.30728611,2020,3400m,19
208,16.30906424,2020,3400m,20
208,16.31023335,2020,3400m,21
208,16.3105722,2020,3400m,22
208,16.30990033,2020,3400m,23
209,16.23848874,2020,3400m,12
209,16.23778689,2020,3400m,13
209,16.23890346,2020,3400m,14
209,16.24166442,2020,3400m,15
209,16.24578401,2020,3400m,16
209,16.25091735,2020,3400m,17
209,16.25670394,2020,3400m,18
209,16.26279633,2020,3400m,19
209,16.26887519,2020,3400m,20
209,16.27465583,2020,3400m,21
209,16.27988926,2020,3400m,22
209,16.28435914,2020,3400m,23
210,16.30078039,2020,3400m,12
210,16.3131986,2020,3400m,13
210,16.32857557,2020,3400m,14
210,16.34646574,2020,3400m,15
210,16.36632551,2020,3400m,16
210,16.38757845,2020,3400m,17
210,16.40965276,2020,3400m,18
210,16.43202338,2020,3400m,19
210,16.45421225,2020,3400m,20
210,16.47580754,2020,3400m,21
210,16.49646604,2020,3400m,22
210,16.51590673,2020,3400m,23
211,16.67928945,2020,3400m,12
211,16.69948615,2020,3400m,13
211,16.72230435,2020,3400m,14
211,16.74736822,2020,3400m,15
211,16.77417414,2020,3400m,16
211,16.80215424,2020,3400m,17
211,16.83072889,2020,3400m,18
211,16.85934844,2020,3400m,19
211,16.88751777,2020,3400m,20
211,16.91480762,2020,3400m,21
211,16.94086015,2020,3400m,22
211,16.96538307,2020,3400m,23
212,17.14385917,2020,3400m,12
212,17.15513069,2020,3400m,13
212,17.16714499,2020,3400m,14
212,17.17978946,2020,3400m,15
212,17.19283212,2020,3400m,16
212,17.20596811,2020,3400m,17
212,17.21885788,2020,3400m,18
212,17.23118172,2020,3400m,19
212,17.24264089,2020,3400m,20
212,17.25297885,2020,3400m,21
212,17.2619819,2020,3400m,22
212,17.26948272,2020,3400m,23
213,17.26897846,2020,3400m,12
213,17.27192234,2020,3400m,13
213,17.2761624,2020,3400m,14
213,17.28147694,2020,3400m,15
213,17.28758599,2020,3400m,16
213,17.29418033,2020,3400m,17
213,17.30094642,2020,3400m,18
213,17.3075817,2020,3400m,19
213,17.31380212,2020,3400m,20
213,17.31934676,2020,3400m,21
213,17.32398099,2020,3400m,22
213,17.32749821,2020,3400m,23
214,17.27996529,2020,3400m,12
214,17.2778477,2020,3400m,13
214,17.27692505,2020,3400m,14
214,17.27704806,2020,3400m,15
214,17.27796686,2020,3400m,16
214,17.27936215,2020,3400m,17
214,17.28088519,2020,3400m,18
214,17.28219339,2020,3400m,19
214,17.28297231,2020,3400m,20
214,17.28294719,2020,3400m,21
214,17.28188742,2020,3400m,22
214,17.2796067,2020,3400m,23
215,17.15881434,2020,3400m,12
215,17.15113745,2020,3400m,13
215,17.14457685,2020,3400m,14
215,17.13896342,2020,3400m,15
215,17.13407328,2020,3400m,16
215,17.12965963,2020,3400m,17
215,17.12547665,2020,3400m,18
215,17.12129545,2020,3400m,19
215,17.11691257,2020,3400m,20
215,17.11215299,2020,3400m,21
215,17.10686917,2020,3400m,22
215,17.10093558,2020,3400m,23
216,16.96397217,2020,3400m,12
216,16.95328703,2020,3400m,13
216,16.94304015,2020,3400m,14
216,16.93316256,2020,3400m,15
216,16.9235534,2020,3400m,16
216,16.91409543,2020,3400m,17
216,16.90466799,2020,3400m,18
216,16.8951567,2020,3400m,19
216,16.88545841,2020,3400m,20
216,16.87548187,2020,3400m,21
216,16.86514647,2020,3400m,22
216,16.85438345,2020,3400m,23
217,16.71198852,2020,3400m,12
217,16.7108998,2020,3400m,13
217,16.71232499,2020,3400m,14
217,16.71605748,2020,3400m,15
217,16.72177849,2020,3400m,16
217,16.72909427,2020,3400m,17
217,16.73757965,2020,3400m,18
217,16.74681554,2020,3400m,19
217,16.75641418,2020,3400m,20
217,16.76603373,2020,3400m,21
217,16.77538592,2020,3400m,22
217,16.78423659,2020,3400m,23
218,16.86022244,2020,3400m,12
218,16.87093676,2020,3400m,13
218,16.88328686,2020,3400m,14
218,16.89708299,2020,3400m,15
218,16.9120572,2020,3400m,16
218,16.92790228,2020,3400m,17
218,16.94430198,2020,3400m,18
218,16.96095903,2020,3400m,19
218,16.97758727,2020,3400m,20
218,16.9939395,2020,3400m,21
218,17.00980264,2020,3400m,22
218,17.02498655,2020,3400m,23
219,17.17674045,2020,3400m,12
219,17.1888145,2020,3400m,13
219,17.20213021,2020,3400m,14
219,17.2166044,2020,3400m,15
219,17.23205873,2020,3400m,16
219,17.24826041,2020,3400m,17
219,17.26494018,2020,3400m,18
219,17.28183049,2020,3400m,19
219,17.29867551,2020,3400m,20
219,17.3152414,2020,3400m,21
219,17.33132324,2020,3400m,22
219,17.34674186,2020,3400m,23
220,17.46803134,2020,3400m,12
220,17.47504771,2020,3400m,13
220,17.48285545,2020,3400m,14
220,17.49146518,2020,3400m,15
220,17.50077087,2020,3400m,16
220,17.51058536,2020,3400m,17
220,17.5206702,2020,3400m,18
220,17.53076397,2020,3400m,19
220,17.54060854,2020,3400m,20
220,17.54996559,2020,3400m,21
220,17.55862222,2020,3400m,22
220,17.56639573,2020,3400m,23
221,17.58600365,2020,3400m,12
221,17.58810305,2020,3400m,13
221,17.59123486,2020,3400m,14
221,17.59526006,2020,3400m,15
221,17.59996453,2020,3400m,16
221,17.60508793,2020,3400m,17
221,17.61035194,2020,3400m,18
221,17.61548347,2020,3400m,19
221,17.62022918,2020,3400m,20
221,17.62436289,2020,3400m,21
221,17.62768874,2020,3400m,22
221,17.63004361,2020,3400m,23
222,17.5760343,2020,3400m,12
222,17.57075275,2020,3400m,13
222,17.56593825,2020,3400m,14
222,17.5615252,2020,3400m,15
222,17.55738399,2020,3400m,16
222,17.55333607,2020,3400m,17
222,17.5491773,2020,3400m,18
222,17.54470141,2020,3400m,19
222,17.53971722,2020,3400m,20
222,17.53405458,2020,3400m,21
222,17.52757209,2020,3400m,22
222,17.52015595,2020,3400m,23
223,17.35463687,2020,3400m,12
223,17.34165072,2020,3400m,13
223,17.32920952,2020,3400m,14
223,17.31724944,2020,3400m,15
223,17.30565972,2020,3400m,16
223,17.29429641,2020,3400m,17
223,17.28299901,2020,3400m,18
223,17.27160118,2020,3400m,19
223,17.2599391,2020,3400m,20
223,17.24786437,2020,3400m,21
223,17.23523945,2020,3400m,22
223,17.22194492,2020,3400m,23
224,17.02169446,2020,3400m,12
224,17.01517982,2020,3400m,13
224,17.01110528,2020,3400m,14
224,17.00923161,2020,3400m,15
224,17.00923229,2020,3400m,16
224,17.01073153,2020,3400m,17
224,17.01333549,2020,3400m,18
224,17.01665834,2020,3400m,19
224,17.02033917,2020,3400m,20
224,17.02405083,2020,3400m,21
224,17.02750365,2020,3400m,22
224,17.0304448,2020,3400m,23
225,16.98580244,2020,3400m,12
225,16.97889605,2020,3400m,13
225,16.97204206,2020,3400m,14
225,16.96519554,2020,3400m,15
225,16.95825596,2020,3400m,16
225,16.95108379,2020,3400m,17
225,16.94352171,2020,3400m,18
225,16.93541426,2020,3400m,19
225,16.92661992,2020,3400m,20
225,16.91701622,2020,3400m,21
225,16.90650131,2020,3400m,22
225,16.89499362,2020,3400m,23
226,16.6920121,2020,3400m,12
226,16.68284847,2020,3400m,13
226,16.67607358,2020,3400m,14
226,16.67153481,2020,3400m,15
226,16.66895983,2020,3400m,16
226,16.66800934,2020,3400m,17
226,16.66832249,2020,3400m,18
226,16.66954891,2020,3400m,19
226,16.67136783,2020,3400m,20
226,16.67349693,2020,3400m,21
226,16.67569514,2020,3400m,22
226,16.67775568,2020,3400m,23
227,16.6706387,2020,3400m,12
227,16.67212524,2020,3400m,13
227,16.67462062,2020,3400m,14
227,16.67804362,2020,3400m,15
227,16.68222298,2020,3400m,16
227,16.68692083,2020,3400m,17
227,16.69186409,2020,3400m,18
227,16.69677397,2020,3400m,19
227,16.70138863,2020,3400m,20
227,16.70547945,2020,3400m,21
227,16.70885527,2020,3400m,22
227,16.71136367,2020,3400m,23
228,16.67226765,2020,3400m,12
228,16.66995375,2020,3400m,13
228,16.66891153,2020,3400m,14
228,16.66913922,2020,3400m,15
228,16.67051745,2020,3400m,16
228,16.67284841,2020,3400m,17
228,16.67589001,2020,3400m,18
228,16.67938464,2020,3400m,19
228,16.68308218,2020,3400m,20
228,16.68674741,2020,3400m,21
228,16.69017745,2020,3400m,22
228,16.69319508,2020,3400m,23
229,16.67348114,2020,3400m,12
229,16.66819691,2020,3400m,13
229,16.66266933,2020,3400m,14
229,16.65690568,2020,3400m,15
229,16.6508786,2020,3400m,16
229,16.64455113,2020,3400m,17
229,16.6378676,2020,3400m,18
229,16.63076477,2020,3400m,19
229,16.62317653,2020,3400m,20
229,16.61503772,2020,3400m,21
229,16.60628728,2020,3400m,22
229,16.59686908,2020,3400m,23
230,16.41624783,2020,3400m,12
230,16.40241948,2020,3400m,13
230,16.38947053,2020,3400m,14
230,16.37736151,2020,3400m,15
230,16.36596775,2020,3400m,16
230,16.35510568,2020,3400m,17
230,16.34455787,2020,3400m,18
230,16.33408905,2020,3400m,19
230,16.32346582,2020,3400m,20
230,16.31246892,2020,3400m,21
230,16.30089903,2020,3400m,22
230,16.28858553,2020,3400m,23
231,16.06858817,2020,3400m,12
231,16.05563844,2020,3400m,13
231,16.04457937,2020,3400m,14
231,16.03532281,2020,3400m,15
231,16.02765605,2020,3400m,16
231,16.0212881,2020,3400m,17
231,16.01589399,2020,3400m,18
231,16.01114809,2020,3400m,19
231,16.00674401,2020,3400m,20
231,16.00240042,2020,3400m,21
231,15.99786576,2020,3400m,22
231,15.9929164,2020,3400m,23
232,15.88501007,2020,3400m,12
